DCI / Nome Genérico;Nome do Medicamento;Forma Farmacêutica;Dosagem;Estado de Autorização;Genérico;Titular de AIM;Stock
Rosuvastatina;Rosuvastatina Labesfal;Comprimido revestido por película;10 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Rosuvastatina;Rosuvastatina Labesfal;Comprimido revestido por película;20 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Rosuvastatina;Rosuvastatina Labesfal;Comprimido revestido por película;40 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Rosuvastatina;Rosuvastatina Labesfal;Comprimido revestido por película;5 mg;Autorizado;S;Labesfal Genéricos, S.A;50,,,,,,,,
Rosuvastatina;Rosuvastatina Pharmakern;Comprimido revestido por película;10 mg;Autorizado;S;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;50,,,,,,,
Rosuvastatina;Rosuvastatina Pharmakern;Comprimido revestido por película;20 mg;Autorizado;S;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;50,,,,,,,
Rosuvastatina;Rosuvastatina Pharmakern;Comprimido revestido por película;40 mg;Autorizado;S;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;50,,,,,,,
Rosuvastatina;Rosuvastatina Pharmakern;Comprimido revestido por película;5 mg;Autorizado;S;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;50,,,,,,,
Rosuvastatina;Rosuvastatina Ratiopharm;Comprimido revestido por película;10 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Ratiopharm;Comprimido revestido por película;20 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Ratiopharm;Comprimido revestido por película;40 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Ratiopharm;Comprimido revestido por película;5 mg;Autorizado;S;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Sandoz;Comprimido revestido por película;10 mg;Autorizado;S;   Sandoz Farmacêutica, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Sandoz;Comprimido revestido por película;20 mg;Autorizado;S;   Sandoz Farmacêutica, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Sandoz;Comprimido revestido por película;40 mg;Autorizado;S;   Sandoz Farmacêutica, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Sandoz;Comprimido revestido por película;5 mg;Autorizado;S;   Sandoz Farmacêutica, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Teva;Comprimido revestido por película;10 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Teva;Comprimido revestido por película;20 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Teva;Comprimido revestido por película;40 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Teva;Comprimido revestido por película;5 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Zentiva;Comprimido revestido por película;10 mg;Autorizado;S;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Zentiva;Comprimido revestido por película;20 mg;Autorizado;S;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Zentiva;Comprimido revestido por película;40 mg;Autorizado;S;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Zentiva;Comprimido revestido por película;5 mg;Autorizado;S;Sanofi - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Zidrium;Comprimido revestido por película;10 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Zidrium;Comprimido revestido por película;20 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Zidrium;Comprimido revestido por película;40 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Rosuvastatina Zidrium;Comprimido revestido por película;5 mg;Autorizado;S;Teva Pharma - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Tilvissot;Comprimido revestido por película;10 mg;Autorizado;S;Acino AG;50
Rosuvastatina;Tilvissot;Comprimido revestido por película;20 mg;Autorizado;S;Acino AG;50
Rosuvastatina;Tilvissot;Comprimido revestido por película;40 mg;Autorizado;S;Acino AG;50
Rosuvastatina;Tilvissot;Comprimido revestido por película;5 mg;Autorizado;S;Acino AG;50
Rosuvastatina;Toruvass;Comprimido revestido por película;10 mg;Autorizado;S;Sigillata Limited;50
Rosuvastatina;Toruvass;Comprimido revestido por película;20 mg;Autorizado;S;Sigillata Limited;50
Rosuvastatina;Toruvass;Comprimido revestido por película;40 mg;Autorizado;S;Sigillata Limited;50
Rosuvastatina;Toruvass;Comprimido revestido por película;5 mg;Autorizado;S;Sigillata Limited;50
Rosuvastatina;Visacor 10 mg;Comprimido revestido por película;10 mg;Autorizado;N;AstraZeneca Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Visacor 20 mg;Comprimido revestido por película;20 mg;Autorizado;N;AstraZeneca Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Visacor 40 mg;Comprimido revestido por película;40 mg;Autorizado;N;AstraZeneca Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina;Visacor 5 mg;Comprimido revestido por película;5 mg;Autorizado;N;AstraZeneca Produtos Farmacêuticos, Lda.;50,,,,,,,,
Rosuvastatina + Ezetimiba;Viazet;Cápsula;10 mg + 10 mg;Autorizado;N;EGIS Pharmaceutical, PLC;50,,,,,,,,
Rosuvastatina + Ezetimiba;Viazet;Cápsula;20 mg + 10 mg;Autorizado;N;EGIS Pharmaceutical, PLC;50,,,,,,,,
Rosuvastatina + Ezetimiba;Viazet;Cápsula;40 mg + 10 mg;Autorizado;N;EGIS Pharmaceutical, PLC;50,,,,,,,,
Rotigotina;Leganto;Sistema transdérmico;1 mg/24 h;Autorizado;N;UCB Manufacturing Ireland Ltd.;50
Rotigotina;Leganto;Sistema transdérmico;2 mg/24 h;Autorizado;N;UCB Manufacturing Ireland Ltd.;50
Rotigotina;Leganto;Sistema transdérmico;3 mg/24 h;Autorizado;N;UCB Manufacturing Ireland Ltd.;50
Rotigotina;Leganto;Sistema transdérmico;4 mg/24 h;Autorizado;N;UCB Manufacturing Ireland Ltd.;50
Rotigotina;Leganto;Sistema transdérmico;6 mg/24 h;Autorizado;N;UCB Manufacturing Ireland Ltd.;50
Rotigotina;Leganto;Sistema transdérmico;8 mg/24 h;Autorizado;N;UCB Manufacturing Ireland Ltd.;50
Rotigotina;Leganto;Sistema transdérmico;Combinação;Autorizado;N;UCB Manufacturing Ireland Ltd.;50
Rotigotina;Neupro;Sistema transdérmico;1 mg/24 h;Autorizado;N;UCB Manufacturing Ireland Ltd.;50
Rotigotina;Neupro;Sistema transdérmico;2 mg/24 h;Autorizado;N;UCB Manufacturing Ireland Ltd.;50
Rotigotina;Neupro;Sistema transdérmico;3 mg/24 h;Autorizado;N;UCB Manufacturing Ireland Ltd.;50
Rotigotina;Neupro;Sistema transdérmico;4 mg/24 h;Autorizado;N;UCB Manufacturing Ireland Ltd.;50
Rotigotina;Neupro;Sistema transdérmico;6 mg/24 h;Autorizado;N;UCB Manufacturing Ireland Ltd.;50
Rotigotina;Neupro;Sistema transdérmico;8 mg/24 h;Autorizado;N;UCB Manufacturing Ireland Ltd.;50
Rotigotina;Neupro;Sistema transdérmico;Combinação;Autorizado;N;UCB Manufacturing Ireland Ltd.;50
Roxitromicina;Odonticina;Comprimido revestido por película;300 mg;Autorizado;N;Pentafarma - Sociedade Técnico-Medicinal, S.A.;50,,,,,,,,
Rufinamida;Inovelon;Comprimido revestido por película;100 mg;Autorizado;N;Eisai Limited;50
Rufinamida;Inovelon;Comprimido revestido por película;200 mg;Autorizado;N;Eisai Limited;50
Rufinamida;Inovelon;Comprimido revestido por película;400 mg;Autorizado;N;Eisai Limited;50
Rufinamida;Inovelon;Suspensão oral;40 mg/ml;Autorizado;N;Eisai Limited;50
Rupatadina;Rinialer;Comprimido;10 mg;Autorizado;N;Bialfar - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Rupatadina;Rinialer;Solução oral;1 mg/ml;Autorizado;N;Bialfar - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Ruscogenina + Trimebutina;Proctolog;Pomada retal;5 mg/g + 58 mg/g;Autorizado;N;A. Menarini Portugal - Farmacêutica, S.A.;50,,,,,,,,
Ruscogenina + Trimebutina;Proctolog;Supositório;10 mg + 120 mg;Autorizado;N;A. Menarini Portugal - Farmacêutica, S.A.;50,,,,,,,,
Rutosido + Ácido ascórbico;Rutinicê Fortíssimo;Comprimido;25 mg + 500 mg;Autorizado;N;A. Menarini Portugal - Farmacêutica, S.A.;50,,,,,,,,
Ruxolitinib;Jakavi;Comprimido;10 mg;Autorizado;N;   Novartis Europharm, Ltd.;50,,,,,,,,
Ruxolitinib;Jakavi;Comprimido;15 mg;Autorizado;N;   Novartis Europharm, Ltd.;50,,,,,,,,
Ruxolitinib;Jakavi;Comprimido;20 mg;Autorizado;N;   Novartis Europharm, Ltd.;50,,,,,,,,
Ruxolitinib;Jakavi;Comprimido;5 mg;Autorizado;N;   Novartis Europharm, Ltd.;50,,,,,,,,
Saccharomyces boulardii;UL-250;Cápsula;250 mg;Autorizado;N;Biocodex;50
Saccharomyces boulardii;UL-250;Pó para suspensão oral;250 mg;Autorizado;N;Biocodex;50
Safinamida;Xadago;Comprimido revestido por película;100 mg;Autorizado;N;Zambon S.p.A.;50
Safinamida;Xadago;Comprimido revestido por película;50 mg;Autorizado;N;Zambon S.p.A.;50
Salbutamol;Salbutamol Cipla;Suspensão pressurizada para inalação;100 µg/dose;Autorizado;S;Cipla Europe, N.V.;50,,,,,,,,
Salbutamol;Salbutamol Clickhaler Innovata Biomed;Pó para inalação;95 µg/dose;Autorizado;N;Innovata Biomed, Ltd.;50,,,,,,,,
Salbutamol;Salbutamol GP;Suspensão pressurizada para inalação;100 µg/dose;Autorizado;S;GP - Genéricos Portugueses, Lda.;50,,,,,,,,
Salbutamol;Salbutamol Novolizer;Pó para inalação;100 µg/dose;Autorizado;N;Meda Pharma - Produtos farmacêuticos, S.A.;50,,,,,,,,
Salbutamol;Salbutamol Sandoz;Suspensão pressurizada para inalação;100 µg/dose;Autorizado;S;Sandoz Farmacêutica, Lda.;50,,,,,,,,
Salbutamol;Ventilan;Comprimido;4 mg;Autorizado;N;Glaxo Wellcome Farmacêutica, Lda.;50,,,,,,,,
Salbutamol;Ventilan;Solução injetável;0.5 mg/1 ml;Autorizado;N;Glaxo Wellcome Farmacêutica, Lda.;50,,,,,,,,
Salbutamol;Ventilan;Solução para inalação por nebulização;5 mg/ml;Autorizado;N;Glaxo Wellcome Farmacêutica, Lda.;50,,,,,,,,
Salbutamol;Ventilan;Solução para perfusão;5 mg/5 ml;Autorizado;N;Glaxo Wellcome Farmacêutica, Lda.;50,,,,,,,,
Salbutamol;Ventilan;Xarope;0.4 mg/ml;Autorizado;N;Glaxo Wellcome Farmacêutica, Lda.;50,,,,,,,,
Salbutamol;Ventilan Rotacaps;Pó para inalação, cápsula;200 µg;Autorizado;N;Glaxo Wellcome Farmacêutica, Lda.;50,,,,,,,
Salbutamol;Ventilan Rotacaps;Pó para inalação, cápsula;400 µg;Autorizado;N;Glaxo Wellcome Farmacêutica, Lda.;50,,,,,,,
Salbutamol;Ventilan-Inalador;Suspensão pressurizada para inalação;100 µg/dose;Autorizado;N;Glaxo Wellcome Farmacêutica, Lda.;50,,,,,,,,
Salicilato de colina;Bucagel;Gel bucal;87 mg/g;Autorizado;N;Meda Pharma - Produtos farmacêuticos, S.A.;50,,,,,,,,
Salicilato de dietilamina;Massagim;Creme;28.57 mg/g;Autorizado;N;Laboratórios Vitória, S.A.;50,,,,,,,,
Salicilato de dietilamina;Medalginan;Gel;50 mg/g;Autorizado;N;Medinfar Consumer Health - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Salicilato de dietilamina + Mirtecaína;Algesal;Creme;100 mg/g + 10 mg/g;Autorizado;N;CS Portugal - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Salicilato de metilo;Analgil;Pomada;150 mg/g;Autorizado;N;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Salicilato de metilo;Bálsamo Analgésico Basi;Pomada;61.1 mg/g;Autorizado;N;Laboratórios Basi - Indústria Farmacêutica, S.A;50,,,,,,,,
Salicilato de metilo;Salicilato de Metilo Worldrugs;Pomada;61.1 mg/g;Autorizado;N;Worldrugs, Lda.;50,,,,,,,,
Salicilato de metilo + Mentol + Guaiacol;Algina;Pomada;100 mg/g + 40 mg/g + 10 mg/g;Autorizado;N;Confar - Consórcio Farmacêutico, Lda.;50,,,,,,,,
Salmeterol;Dilamax Diskus;Pó para inalação;50 µg/dose;Autorizado;N;Bialfar - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Salmeterol;Dilamax Inalador;Suspensão pressurizada para inalação;25 µg/dose;Autorizado;N;Bialfar - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Salmeterol;Serevent;Suspensão pressurizada para inalação;25 µg/dose;Autorizado;N;Glaxo Wellcome Farmacêutica, Lda.;50,,,,,,,,
Salmeterol;Serevent Diskus;Pó para inalação;50 µg/dose;Autorizado;N;Glaxo Wellcome Farmacêutica, Lda.;50,,,,,,,,
Salmeterol;Ultrabeta;Suspensão pressurizada para inalação;25 µg/dose;Autorizado;N;GlaxoSmithkline Produtos Farmacêuticos, Lda.;50,,,,,,,,
Salmeterol;Ultrabeta Diskus;Pó para inalação;50 µg/dose;Autorizado;N;GlaxoSmithkline Produtos Farmacêuticos, Lda.;50,,,,,,,,
Sapropterina;Kuvan;Comprimido solúvel;100 mg;Autorizado;N;Merck Serono Europe Ltd.;50
Saquinavir;Invirase;Comprimido revestido por película;500 mg;Autorizado;N;Roche Registration, Ltd.;50,,,,,,,,
Saquinavir;Invirase;Cápsula;200 mg;Autorizado;N;Roche Registration, Ltd.;50,,,,,,,,
Saxagliptina;Onglyza;Comprimido revestido por película;2.5 mg;Autorizado;N;AstraZeneca AB;50
Saxagliptina;Onglyza;Comprimido revestido por película;5 mg;Autorizado;N;AstraZeneca AB;50
Sebelipase alfa;Kanuma;Concentrado para solução para perfusão;2 mg/ml;Autorizado;N;Synageva BioPharma Limited;50
Secnidazol;Flagentyl;Comprimido revestido;500 mg;Autorizado;N;Laboratórios Vitória, S.A.;50,,,,,,,,
Secucinumab;Cosentyx;Pó para solução injetável;150 mg;Autorizado;N;Novartis Europharm, Ltd.;50,,,,,,,,
Secucinumab;Cosentyx;Solução injetável em caneta pré-cheia;150 mg/1 ml;Autorizado;N;Novartis Europharm, Ltd.;50,,,,,,,,
Secucinumab;Cosentyx;Solução injetável em seringa pré-cheia;150 mg/1 ml;Autorizado;N;Novartis Europharm, Ltd.;50,,,,,,,,
Selegilina;Jumex;Comprimido;5 mg;Autorizado;N;Novartis Farma - Produtos Farmacêuticos, S.A.;50,,,,,,,,
Selegilina;Selegilina Generis 5 mg Comprimidos;Comprimido;5 mg;Autorizado;S;Generis Farmacêutica, S.A.;50,,,,,,,,
Selegilina;Xilopar;Liofilizado oral;1.25 mg;Autorizado;N;Teva Pharma, B.V.;50,,,,,,,,
Selenito de sódio;Selenase solução injectável 100 microgramas;Solução injetável;100 µg/2 ml;Autorizado;N;Biosyn Arzneimittel GmbH;50
Selenito de sódio;Selenase solução injectável 500 microgramas;Solução injetável;500 µg/10 ml;Autorizado;N;Biosyn Arzneimittel GmbH;50
Selenito de sódio;Selenase solução oral 100 microgramas;Solução oral;100 µg/2 ml;Autorizado;N;Biosyn Arzneimittel GmbH;50
Selenito de sódio;Selenase solução oral 500 microgramas;Solução oral;500 µg/10 ml;Autorizado;N;Biosyn Arzneimittel GmbH;50
Sene;Bekunis Chá 0;Chá medicinal;250 mg/g + 750 mg/g;Autorizado;N;Roha Arzneimittel GmbH;50
Sene;Bekunis Chá 0 Instantâneo;Chá medicinal instantâneo;308 - 513 mg/g;Autorizado;N;Roha Arzneimittel GmbH;50
Sene;Bekunis Laxante Natural;Comprimido revestido;20 mg;Autorizado;N;Roha Arzneimittel GmbH;50
Senosido A + Senosido B;Pursennide;Comprimido revestido;12 mg;Autorizado;N;GlaxoSmithKline Consumer Healthcare Produtos para a Saúde e Higiene Lda.;50
Serenoa repens;Permixon;Cápsula;160 mg;Autorizado;N;Pierre Fabre Médicament Portugal, Lda.;50,,,,,,,,
Serenoa repens;Sereprosta;Cápsula;160 mg;Autorizado;N;Reprefar - Produtos Farmacêuticos Lda.;50
Serrapeptase;Aniflazime Forte;Cápsula;10 mg;Autorizado;N;Lusomedicamenta - Sociedade Técnica Farmacêutica, S.A.;50,,,,,,,,
Sertaconazol;Dermofix;Champô;20 mg/g;Autorizado;N;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Sertaconazol;Dermofix;Comprimido vaginal;500 mg;Autorizado;N;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Sertaconazol;Dermofix;Creme;20 mg/g;Autorizado;N;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Sertaconazol;Dermofix;Creme vaginal;20 mg/g;Autorizado;N;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Sertaconazol;Dermofix;Pó cutâneo;20 mg/g;Autorizado;N;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Sertaconazol;Dermofix;Solução cutânea;20 mg/ml;Autorizado;N;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Sertaconazol;Dermofix 300 mg Óvulo;Óvulo;300 mg;Autorizado;N;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Sertaconazol;Sertopic;Champô;20 mg/g;Autorizado;N;Ferrer Portugal, S.A.;50,,,,,,,,
Sertaconazol;Sertopic;Comprimido vaginal;500 mg;Autorizado;N;Ferrer Portugal, S.A.;50,,,,,,,,
Sertaconazol;Sertopic;Creme;20 mg/g;Autorizado;N;Ferrer Portugal, S.A.;50,,,,,,,,
Sertaconazol;Sertopic;Creme vaginal;20 mg/g;Autorizado;N;Ferrer Portugal, S.A.;50,,,,,,,,
Sertaconazol;Sertopic;Pó cutâneo;20 mg/g;Autorizado;N;Ferrer Portugal, S.A.;50,,,,,,,,
Sertaconazol;Sertopic;Solução cutânea;20 mg/ml;Autorizado;N;Ferrer Portugal, S.A.;50,,,,,,,,
Sertaconazol;Sertopic;Óvulo;300 mg;Autorizado;N;Ferrer Portugal, S.A.;50,,,,,,,,
Sertralina;Ainim;Comprimido revestido por película;100 mg;Autorizado;S;Well Pharma, S.A.;50,,,,,,,,
Sertralina;Ainim;Comprimido revestido por película;50 mg;Autorizado;S;Well Pharma, S.A.;50,,,,,,,,
Sertralina;Asentra;Comprimido revestido por película;100 mg;Autorizado;S;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;50,,,,,,,
Sertralina;Asentra;Comprimido revestido por película;50 mg;Autorizado;S;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;50,,,,,,,
Sertralina;Aserin;Comprimido revestido por película;100 mg;Autorizado;S;Laboratórios Vir Portugal, Lda.;50,,,,,,,,
Sertralina;Aserin;Comprimido revestido por película;50 mg;Autorizado;S;Laboratórios Vir Portugal, Lda.;50,,,,,,,,
Sertralina;Serlin;Comprimido revestido por película;100 mg;Autorizado;S;Decomed Farmacêutica, S.A.;50,,,,,,,,
Sertralina;Serlin;Comprimido revestido por película;50 mg;Autorizado;S;Decomed Farmacêutica, S.A.;50,,,,,,,,
Sertralina;Sertralina Actavis;Comprimido revestido por película;100 mg;Autorizado;S;Actavis Group PTC ehf.;50
Sertralina;Sertralina Actavis;Comprimido revestido por película;50 mg;Autorizado;S;Actavis Group PTC ehf.;50
Sertralina;Sertralina Alter 100 mg Comprimidos Revestidos;Comprimido revestido por película;100 mg;Autorizado;S;Alter, S.A.;50,,,,,,,,
Sertralina;Sertralina Alter 50 mg Comprimidos Revestidos;Comprimido revestido por película;50 mg;Autorizado;S;Alter, S.A.;50,,,,,,,,
Sertralina;Sertralina Anova;Comprimido revestido por película;100 mg;Autorizado;S;Laboratórios Anova - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Sertralina;Sertralina Anova;Comprimido revestido por película;50 mg;Autorizado;S;Laboratórios Anova - Produtos Farmacêuticos, Lda.;50,,,,,,,,
Sertralina;Sertralina Aserta;Comprimido revestido por película;100 mg;Autorizado;S;Pentafarma - Sociedade Técnico-Medicinal, S.A.;50,,,,,,,,
Sertralina;Sertralina Aserta;Comprimido revestido por película;50 mg;Autorizado;S;Pentafarma - Sociedade Técnico-Medicinal, S.A.;50,,,,,,,,
Sertralina;Sertralina Atral;Comprimido revestido por película;50 mg;Autorizado;S;Laboratórios Atral, S.A.;50,,,,,,,,
Sertralina;Sertralina Aurobindo;Comprimido revestido por película;100 mg;Autorizado;S;Aurobindo Pharma (Portugal), Unipessoal Lda.;50,,,,,,,,
Sertralina;Sertralina Aurobindo;Comprimido revestido por película;50 mg;Autorizado;S;Aurobindo Pharma (Portugal), Unipessoal Lda.;50,,,,,,,,
Sertralina;Sertralina Azevedos;Comprimido revestido por película;100 mg;Autorizado;S;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Sertralina;Sertralina Azevedos;Comprimido revestido por película;50 mg;Autorizado;S;Laboratórios Azevedos - Indústria Farmacêutica, S.A.;50,,,,,,,,
Sertralina;Sertralina Basi;Comprimido revestido por película;100 mg;Autorizado;S;Laboratórios Basi - Indústria Farmacêutica, S.A;50,,,,,,,,
Sertralina;Sertralina Basi;Comprimido revestido por película;50 mg;Autorizado;S;Laboratórios Basi - Indústria Farmacêutica, S.A;50,,,,,,,,
Sertralina;Sertralina Bluefish;Comprimido revestido por película;100 mg;Autorizado;S;Bluefish Pharmaceuticals AB;50
Sertralina;Sertralina Bluefish;Comprimido revestido por película;50 mg;Autorizado;S;Bluefish Pharmaceuticals AB;50
Sertralina;Sertralina Bluepharma 100 mg Comprimidos;Comprimido revestido por película;100 mg;Autorizado;S;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;50,,,,,,,,
Sertralina;Sertralina Bluepharma 50 mg Comprimidos;Comprimido revestido por película;50 mg;Autorizado;S;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;50,,,,,,,,
Sertralina;Sertralina Ciclum 50 mg comprimidos;Comprimido revestido por película;50 mg;Autorizado;S;Ciclum Farma Unipessoal, Lda.;50,,,,,,,,
Sertralina;Sertralina Cinfa 100 mg Comprimidos;Comprimido revestido por película;100 mg;Autorizado;S;Cinfa Portugal,Lda.;50,,,,,,,,
Sertralina;Sertralina Cinfa 50 mg Comprimidos;Comprimido revestido por película;50 mg;Autorizado;S;Cinfa Portugal,Lda.;50,,,,,,,,
Sertralina;Sertralina Farmoz 100 mg Comprimidos;Comprimido revestido por película;100 mg;Autorizado;S;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Sertralina;Sertralina Farmoz 50 mg Comprimidos;Comprimido revestido por película;50 mg;Autorizado;S;Farmoz - Sociedade Técnico Medicinal, S.A.;50,,,,,,,,
Sertralina;Sertralina GP 100 mg Comprimidos;Comprimido revestido por película;100 mg;Autorizado;S;GP - Genéricos Portugueses, Lda.;50,,,,,,,,
Sertralina;Sertralina GP 50 mg Comprimidos;Comprimido revestido por película;50 mg;Autorizado;S;GP - Genéricos Portugueses, Lda.;50,,,,,,,,
